Timestamp,Day of the sale,Quantity,Month of the year,Day of the week,Price (per item unless its a set),Card amount paid,Cash amount paid,Product type,Handmade / Beaded collections,Sterling Silver collections,Gold Plated collections,details,Zirconia Color,Mohave type,Birth Stone type,Set type 
12/23/2024 18:37:03,9/21/2024,1,September,Saturday,70,70,0,Sterling Silver,,SET,,Evil eye,,,,Necklace & Studs
12/29/2024 12:36:44,9/21/2024,1,September,Saturday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,white (diamond),,,
12/29/2024 12:38:11,9/21/2024,1,September,Saturday,30,30,0,Sterling Silver,,Sterling Silver Stud Earings,,daisy,,,,
12/29/2024 12:39:57,9/21/2024,1,September,Saturday,35,35,0,Sterling Silver,,Sterling Silver Rings,,was for Karim,,,,
12/29/2024 12:43:12,9/22/2024,1,September,Sunday,11,0,11,Sterling Silver,,Sterling Silver Nose rings,,flower,,,,
12/29/2024 12:45:12,9/22/2024,1,September,Sunday,30,0,30,Sterling Silver,,Sterling Silver Necklaces,,Zirconia,emerald,,,
12/29/2024 12:46:36,9/22/2024,1,September,Sunday,36,6,30,Gold Plated,,,bracelets,Evil eye,,,,
12/29/2024 12:49:33,9/23/2024,1,September,Monday,18,0,18,Sterling Silver,,Sterling Silver Stud Earings,,na,,,,
12/29/2024 12:48:12,9/23/2024,1,September,Monday,9,0,9,Sterling Silver,,Sterling Silver Nose rings,,na,,,,
12/29/2024 12:48:12,9/23/2024,1,September,Monday,9,0,9,Sterling Silver,,Sterling Silver Nose rings,,na,,,,
12/29/2024 12:48:12,9/23/2024,1,September,Monday,9,0,9,Sterling Silver,,Sterling Silver Nose rings,,na,,,,
12/23/2024 18:19:41,10/26/2024,1,October,Saturday,36,0,36,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/23/2024 18:20:29,10/26/2024,1,October,Saturday,45,0,45,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/23/2024 18:21:15,10/26/2024,1,October,Saturday,45,0,45,Sterling Silver,,Sterling Silver Rings,,Evil eye,,,,
12/23/2024 18:22:20,10/26/2024,1,October,Saturday,38,38,0,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,light blue,,,
12/23/2024 18:23:09,10/26/2024,1,October,Saturday,30,30,0,Sterling Silver,,Sterling Silver Necklaces,,Zirconia,light blue,,,
12/23/2024 18:24:48,10/26/2024,1,October,Saturday,77,77,0,Sterling Silver,,SET,,Zirconia,emerald,,,Bracelet & Studs
12/23/2024 18:25:54,10/26/2024,1,October,Saturday,10,10,0,Handmade / Beaded,Earing Charms,,,NA,,,,
12/23/2024 18:18:26,11/2/2024,1,November,Saturday,40,40,0,Sterling Silver,,Sterling Silver Bracelets,,NA,,,,
12/23/2024 18:11:36,11/23/2024,1,November,Saturday,30,30,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
12/1/2024 21:26:46,12/1/2024,1,December,Sunday,36,36,0,Sterling Silver,,Sterling Silver Necklaces,,clover white ,,,,
12/1/2024 21:29:21,12/1/2024,1,December,Sunday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,clover white ,,,,
12/1/2024 21:30:24,12/1/2024,1,December,Sunday,10,10,0,Handmade / Beaded,beaded bracelets,,,fish eye,,,,
12/1/2024 21:31:59,12/1/2024,1,December,Sunday,12,0,12,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,pink,,,
12/1/2024 21:32:55,12/1/2024,1,December,Sunday,10,0,10,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
12/3/2024 11:01:34,12/3/2024,1,December,Tuesday,43,43,0,Sterling Silver,,Sterling Silver Necklaces,,Clover black,,,,
12/3/2024 13:40:58,12/3/2024,1,December,Tuesday,40,40,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia flower with long tail,,,,
12/3/2024 13:42:52,12/3/2024,1,December,Tuesday,28.5,28.5,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/3/2024 14:19:02,12/3/2024,1,December,Tuesday,55,55,0,Handmade / Beaded,beaded necklaces,,,Handmade blue heart bead,,,,
12/3/2024 23:58:39,12/3/2024,1,December,Tuesday,12,12,0,Handmade / Beaded,beaded bracelets,,,Customised,,,,
12/4/2024 15:28:03,12/4/2024,1,December,Wednesday,15,15,0,Handmade / Beaded,Earing Charms,,,,,,,
12/4/2024 15:29:07,12/4/2024,1,December,Wednesday,15,15,0,Handmade / Beaded,Earing Charms,,,,,,,
12/5/2024 22:18:40,12/5/2024,1,December,Thursday,22,22,0,Handmade / Beaded,beaded bracelets,,,Onyx,,,,
12/5/2024 22:20:07,12/5/2024,1,December,Thursday,40,0,40,Gold Plated,,,rings,Blue opal double ,,,,
12/5/2024 22:21:33,12/5/2024,1,December,Thursday,55,55,0,Sterling Silver,,Sterling Silver Necklaces,,Men style,,,,
12/5/2024 22:22:33,12/5/2024,1,December,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,,,,,
12/5/2024 22:23:56,12/5/2024,1,December,Thursday,15,0,15,Handmade / Beaded,Earing Charms,,,,,,,
12/5/2024 22:26:55,12/5/2024,1,December,Thursday,35,35,0,Sterling Silver,,Sterling Silver Stud Earings,,Evil eye,,,,
12/5/2024 22:28:04,12/5/2024,1,December,Thursday,35,35,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
12/5/2024 22:28:47,12/5/2024,1,December,Thursday,40,40,0,Sterling Silver,,Sterling Silver Necklaces,,Tree of life,,,,
12/9/2024 23:17:24,12/5/2024,1,December,Thursday,25,0,25,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/9/2024 23:17:24,12/5/2024,1,December,Thursday,25,0,25,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/9/2024 23:17:24,12/5/2024,1,December,Thursday,25,0,25,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/9/2024 23:17:24,12/5/2024,1,December,Thursday,25,0,25,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/9/2024 23:17:24,12/5/2024,1,December,Thursday,25,0,25,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/6/2024 15:56:21,12/6/2024,1,December,Friday,12,12,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
12/6/2024 17:12:41,12/6/2024,1,December,Friday,36,36,0,Sterling Silver,,Sterling Silver anklets,,Zirconia,pink,,,
12/9/2024 23:18:40,12/6/2024,1,December,Friday,25,25,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
1/1/2025 17:47:59,12/6/2024,1,December,Friday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,hamza hand,,,,
1/1/2025 17:49:05,12/6/2024,1,December,Friday,32,32,0,Gold Plated,,,stud earings,Raw Stone,,,Pearl moonstone (june),
12/7/2024 12:14:55,12/7/2024,1,December,Saturday,30,0,30,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/7/2024 14:18:30,12/7/2024,1,December,Saturday,38,38,0,Gold Plated,,,necklaces,Raw Stone,,,Turquoise (december),
12/7/2024 14:19:28,12/7/2024,1,December,Saturday,45,45,0,Gold Plated,,,bracelets,Raw Stone,,,Turquoise (december),
12/8/2024 14:08:31,12/8/2024,1,December,Sunday,24,24,0,Handmade / Beaded,beaded bracelets,,,Citrine and lava ( men),,,,
12/8/2024 15:02:33,12/8/2024,1,December,Sunday,35,15,20,Gold Plated,,,rings,Moon stone,,,,
12/8/2024 15:47:39,12/8/2024,1,December,Sunday,75,0,75,Sterling Silver,,Sterling Silver Bangles,,Zirconia,white (diamond),,,
12/8/2024 15:48:28,12/8/2024,1,December,Sunday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/8/2024 17:06:33,12/8/2024,1,December,Sunday,40,0,40,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/11/2024 9:55:25,12/9/2024,1,December,Monday,40,0,40,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/11/2024 9:56:34,12/9/2024,1,December,Monday,30,0,30,Sterling Silver,,Sterling Silver Stud Earings,,Evil eye,,,,
12/11/2024 9:59:23,12/9/2024,1,December,Monday,45,0,45,Sterling Silver,,Sterling Silver Rings,,Evil eye,,,,
12/11/2024 10:00:54,12/9/2024,1,December,Monday,40,0,40,Sterling Silver,,Sterling Silver Necklaces,,Crescent & small star,,,,
12/11/2024 14:12:54,12/9/2024,1,December,Monday,10,0,10,Handmade / Beaded,beaded bracelets,,,small pink,,,,
12/11/2024 10:02:09,12/10/2024,1,December,Tuesday,30,30,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,light blue,,,
12/11/2024 10:03:49,12/10/2024,1,December,Tuesday,30,0,30,Sterling Silver,,Sterling Silver Rings,,Daisy,,,,
12/11/2024 12:19:35,12/11/2024,1,December,Wednesday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Hamsa Hand & Penguin,,,,
12/11/2024 12:19:36,12/11/2024,1,December,Wednesday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Hamsa Hand & Penguin,,,,
12/11/2024 12:21:15,12/11/2024,1,December,Wednesday,31,31,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/11/2024 12:22:02,12/11/2024,1,December,Wednesday,30,30,0,Sterling Silver,,Sterling Silver Stud Earings,,Evil eye,,,,
12/11/2024 12:22:57,12/11/2024,1,December,Wednesday,29,29,0,Gold Plated,,,stud earings,Mohave Stone,,Mohave turquoise,,
12/11/2024 17:28:11,12/11/2024,1,December,Wednesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/12/2024 9:18:17,12/12/2024,1,December,Thursday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Evil eye,,,,
12/12/2024 9:18:17,12/12/2024,1,December,Thursday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Evil eye,,,,
12/12/2024 10:50:07,12/12/2024,1,December,Thursday,17,17,0,Handmade / Beaded,Key Chains,,,Grateful,,,,
12/12/2024 10:51:53,12/12/2024,1,December,Thursday,17,17,0,Handmade / Beaded,BookMarks,,,Keep Smiling,,,,
12/12/2024 12:17:48,12/12/2024,1,December,Thursday,45,45,0,Gold Plated,,,necklaces,Mohave Stone,,Mohave emerald,,
12/12/2024 12:18:34,12/12/2024,1,December,Thursday,45,45,0,Gold Plated,,,bracelets,Mohave Stone,,Mohave emerald,,
12/12/2024 12:19:26,12/12/2024,1,December,Thursday,70,70,0,Gold Plated,,,stud earings,Pearl,,,,
12/12/2024 12:20:15,12/12/2024,1,December,Thursday,45,45,0,Gold Plated,,,stud earings,Mohave Stone,,Mohave sapphire,,
12/12/2024 12:53:57,12/12/2024,1,December,Thursday,34,34,0,Gold Plated,,,dangling earings,Mohave Stone,,Purple Copper Turquoise,,
12/12/2024 15:14:50,12/12/2024,1,December,Thursday,45,45,0,Sterling Silver,,Sterling Silver Bracelets,,Angel ,,,,
12/12/2024 15:15:57,12/12/2024,1,December,Thursday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,white (diamond),,,
12/13/2024 17:02:57,12/13/2024,1,December,Friday,30,30,0,Sterling Silver,,Sterling Silver Stud Earings,,Clover white,,,,
12/13/2024 17:45:23,12/13/2024,1,December,Friday,40,40,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/13/2024 17:46:09,12/13/2024,1,December,Friday,30,30,0,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/14/2024 9:45:29,12/14/2024,1,December,Saturday,45,45,0,Gold Plated,,,rings,Gold plated  handmade ,,,,
12/14/2024 10:07:48,12/14/2024,1,December,Saturday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Cloverleaf ,,,,
12/14/2024 10:41:58,12/14/2024,1,December,Saturday,109,85,24,Sterling Silver,,Sterling Silver Rings,,Agate stone ,,,,
12/14/2024 15:42:12,12/14/2024,1,December,Saturday,45,45,0,Sterling Silver,,Sterling Silver Bracelets,,3 Clover bracelet,,,,
12/14/2024 15:43:38,12/14/2024,1,December,Saturday,45,45,0,Sterling Silver,,Sterling Silver Necklaces,,1 clover,,,,
12/14/2024 16:02:12,12/14/2024,1,December,Saturday,36,36,0,Gold Plated,,,bracelets,Evil eye,,,,
12/15/2024 11:23:46,12/15/2024,1,December,Sunday,28,28,0,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,Light yellow,,,
12/15/2024 12:11:23,12/15/2024,1,December,Sunday,10,0,10,Handmade / Beaded,Earing Charms,,,Rose quartz ,,,,
12/15/2024 15:08:33,12/15/2024,1,December,Sunday,40,40,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/15/2024 16:17:51,12/15/2024,1,December,Sunday,17,17,0,Sterling Silver,,Sterling Silver Stud Earings,,kids earrings ,,,,
12/15/2024 16:17:51,12/15/2024,1,December,Sunday,17,17,0,Sterling Silver,,Sterling Silver Stud Earings,,kids earrings ,,,,
12/16/2024 18:02:51,12/16/2024,1,December,Monday,40,40,0,Gold Plated,,,necklaces,Raw Stone,,,Opal tourmaline (october),
12/16/2024 18:04:38,12/16/2024,1,December,Monday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Daisy,,,,
12/16/2024 18:04:38,12/16/2024,1,December,Monday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Daisy,,,,
12/16/2024 18:05:31,12/16/2024,1,December,Monday,30,30,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
12/17/2024 11:32:37,12/17/2024,1,December,Tuesday,48,48,0,Sterling Silver,,Sterling Silver Necklaces,,Palestine pendant ,,,,
12/17/2024 12:01:01,12/17/2024,1,December,Tuesday,10,0,10,Handmade / Beaded,Earing Charms,,,Christmas Gloves,,,,
12/17/2024 12:18:22,12/17/2024,1,December,Tuesday,36,0,36,Gold Plated,,,necklaces,Raw Stone,,,Pearl moonstone (june),
12/17/2024 14:16:22,12/17/2024,1,December,Tuesday,45,45,0,Gold Plated,,,necklaces,Amazonite ,,,,
12/17/2024 14:27:33,12/17/2024,1,December,Tuesday,40,40,0,Gold Plated,,,rings,Snake and ruby,,,,
12/17/2024 14:51:54,12/17/2024,1,December,Tuesday,45,45,0,Gold Plated,,,bracelets,Raw Stone,,,Amethyst (february),
12/18/2024 12:37:02,12/18/2024,1,December,Wednesday,45,0,45,Sterling Silver,,Sterling Silver Bracelets,,3 white clover,,,,
12/18/2024 14:49:29,12/18/2024,1,December,Wednesday,50,0,50,Sterling Silver,,Sterling Silver Rings,,Zirconia,pink,,,
12/18/2024 14:50:46,12/18/2024,1,December,Wednesday,50,0,50,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
12/18/2024 14:52:14,12/18/2024,1,December,Wednesday,30,0,30,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,white (diamond),,,
12/18/2024 15:35:19,12/18/2024,1,December,Wednesday,20,0,20,Handmade / Beaded,beaded bracelets,,,Rose quartz and evil eye,,,,
12/18/2024 18:07:54,12/18/2024,1,December,Wednesday,25,25,0,Gold Plated,,,stud earings,Mohave Stone,,Mohave emerald,,
12/18/2024 18:09:40,12/18/2024,1,December,Wednesday,20,20,0,Sterling Silver,,Sterling Silver Stud Earings,,Small heart ,,,,
12/18/2024 18:11:41,12/18/2024,1,December,Wednesday,60,60,0,Gold Plated,,,SET,Sapphire raw stone,,,,Necklace & Earrings
12/18/2024 18:27:21,12/18/2024,1,December,Wednesday,45,45,0,Gold Plated,,,bracelets,Raw Stone,,,Amethyst (february),
12/18/2024 18:28:51,12/18/2024,1,December,Wednesday,12,12,0,Sterling Silver,,Sterling Silver Nose rings,,Nose ring,,,,
12/18/2024 18:56:33,12/18/2024,1,December,Wednesday,12,12,0,Sterling Silver,,Sterling Silver Nose rings,,Nose ring white small flower,,,,
12/19/2024 11:06:58,12/19/2024,1,December,Thursday,30,0,30,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/19/2024 11:08:05,12/19/2024,1,December,Thursday,17,0,17,Handmade / Beaded,beaded bracelets,,,Customize with name ,,,,
12/19/2024 13:29:05,12/19/2024,1,December,Thursday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Evil eye and round zirconia ,,,,
12/19/2024 13:29:05,12/19/2024,1,December,Thursday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Evil eye and round zirconia ,,,,
12/19/2024 16:01:28,12/19/2024,1,December,Thursday,35,35,0,Sterling Silver,,Sterling Silver Stud Earings,,Infinity,,,,
12/19/2024 17:37:24,12/19/2024,1,December,Thursday,20,20,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
12/19/2024 18:02:52,12/19/2024,1,December,Thursday,50,50,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/19/2024 18:30:37,12/19/2024,1,December,Thursday,60,40,20,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
12/20/2024 10:22:58,12/20/2024,1,December,Friday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Clover white,,,,
12/20/2024 11:44:57,12/20/2024,1,December,Friday,10,0,10,Sterling Silver,,Sterling Silver Nose rings,,Plain ,,,,
12/20/2024 16:01:59,12/20/2024,1,December,Friday,35,0,35,Gold Plated,,,rings,Rose quartz ring,,,,
12/20/2024 22:52:04,12/20/2024,1,December,Friday,50,50,0,Sterling Silver,,Sterling Silver Necklaces,,Love of my Life (arabic),,,,
12/21/2024 11:23:34,12/21/2024,1,December,Saturday,48,48,0,Sterling Silver,,Sterling Silver Rings,,Man rings,,,,
12/21/2024 11:40:48,12/21/2024,1,December,Saturday,10,10,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
12/21/2024 13:11:05,12/21/2024,1,December,Saturday,45,45,0,Sterling Silver,,Sterling Silver Necklaces,,ELEGANT STERLING SILVER KEFFIYEH-IN-SPIRED NECKLACE,,,,
12/21/2024 16:50:02,12/21/2024,1,December,Saturday,45,45,0,Sterling Silver,,Sterling Silver Necklaces,,Clover ,,,,
12/21/2024 17:19:50,12/21/2024,1,December,Saturday,10,10,0,Sterling Silver,,Sterling Silver Nose rings,,,,,,
12/22/2024 13:47:10,12/22/2024,1,December,Sunday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/22/2024 13:49:02,12/22/2024,1,December,Sunday,30,0,30,Sterling Silver,,Baby Pin with evil eye,,Evil eye,,,,
12/22/2024 14:55:11,12/22/2024,1,December,Sunday,40,40,0,Gold Plated,,,bracelets,Rose quartz,,,,
12/22/2024 14:57:00,12/22/2024,1,December,Sunday,22,22,0,Gold Plated,,,stud earings,Raw Stone,,,Rose Quarts (january),
12/22/2024 15:47:44,12/22/2024,1,December,Sunday,45,45,0,Gold Plated,,,necklaces,Raw Stone,,,White Crystal ,
12/22/2024 15:49:15,12/22/2024,1,December,Sunday,38,38,0,Sterling Silver,,Sterling Silver anklets,,Zirconia,Several colours ,,,
12/22/2024 16:56:14,12/22/2024,1,December,Sunday,25,25,0,Gold Plated,,,dangling earings,Birth stone diamond ,,,,
12/22/2024 17:27:20,12/22/2024,1,December,Sunday,36,36,0,Gold Plated,,,bracelets,Hamza Hand ,,,,
12/22/2024 17:28:20,12/22/2024,1,December,Sunday,22,3,19,Gold Plated,,,stud earings,Peridot,,,,
12/22/2024 17:30:07,12/22/2024,1,December,Sunday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Flower ,,,,
12/22/2024 17:30:07,12/22/2024,1,December,Sunday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Flower ,,,,
12/23/2024 11:57:08,12/23/2024,1,December,Monday,40,40,0,Gold Plated,,,rings,Green emerald ,,,,
12/23/2024 13:17:52,12/23/2024,1,December,Monday,45,45,0,Gold Plated,,,necklaces,Emerald pendant not triangle,,,,
12/23/2024 15:18:09,12/23/2024,1,December,Monday,79,79,0,Sterling Silver,,SET,,Infinity,,,,Necklace & Studs
12/23/2024 17:17:58,12/23/2024,1,December,Monday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Triple round ,,,,
12/24/2024 10:13:56,12/24/2024,1,December,Tuesday,45,45,0,Sterling Silver,,Sterling Silver Rings,,Sapphire ring,,,,
12/24/2024 12:38:57,12/24/2024,1,December,Tuesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,BuTtErFlY bRaCeLeT,,,,
12/24/2024 12:54:02,12/24/2024,1,December,Tuesday,28,28,0,Sterling Silver,,Sterling Silver Stud Earings,,Sun turquoise ,,,,
12/24/2024 13:07:56,12/24/2024,1,December,Tuesday,15,15,0,Sterling Silver,,Sterling Silver Nose rings,,Butterfly pink,,,,
12/24/2024 13:35:17,12/24/2024,1,December,Tuesday,25,0,25,Gold Plated,,,stud earings,Mohave Stone,,Mohave emerald,,
12/24/2024 13:41:31,12/24/2024,1,December,Tuesday,30,0,30,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
12/24/2024 15:19:59,12/24/2024,1,December,Tuesday,28,28,0,Sterling Silver,,Sterling Silver Stud Earings,,Moon stone ,,,,
12/24/2024 16:55:47,12/24/2024,1,December,Tuesday,35,35,0,Gold Plated,,,necklaces,Rose quartz ,,,,
12/24/2024 17:00:04,12/24/2024,1,December,Tuesday,30,30,0,Handmade / Beaded,beaded necklaces,,,Evil eye,,,,
12/24/2024 17:01:44,12/24/2024,1,December,Tuesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Flower zirconia ,,,,
12/26/2024 13:00:39,12/26/2024,1,December,Thursday,26,26,0,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/26/2024 15:27:47,12/26/2024,1,December,Thursday,19,19,0,Gold Plated,,,stud earings,Blue sapphire ,,,,
12/26/2024 15:49:22,12/26/2024,1,December,Thursday,42,42,0,Sterling Silver,,Sterling Silver Necklaces,,Clover black with Zirconia ,,,,
12/26/2024 16:55:00,12/26/2024,1,December,Thursday,93,0,93,Sterling Silver,,Sterling Silver Rings,,Blue and apricot agate for men ,,,,
12/26/2024 17:56:33,12/26/2024,1,December,Thursday,34,34,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/26/2024 16:55:00,12/26/2024,1,December,Thursday,93,0,93,Sterling Silver,,Sterling Silver Rings,,Blue and apricot agate for men ,,,,
12/27/2024 15:47:35,12/27/2024,1,December,Friday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Butterfly ,,,,
12/27/2024 17:06:00,12/27/2024,1,December,Friday,60,60,0,Sterling Silver,,SET,,Oval purple,,,,Necklace & Studs
12/27/2024 17:06:34,12/27/2024,1,December,Friday,15,15,0,Handmade / Beaded,Key Chains,,,Poland,,,,
12/27/2024 17:07:30,12/27/2024,1,December,Friday,32,32,0,Sterling Silver,,Sterling Silver Necklaces,,Sun turquoise small,,,,
12/28/2024 14:09:06,12/28/2024,1,December,Saturday,58,8,50,Sterling Silver,,Sterling Silver Bracelets,,Man bracelets ,,,,
12/29/2024 13:44:57,12/29/2024,1,December,Sunday,20,0,20,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
12/29/2024 14:47:45,12/29/2024,1,December,Sunday,22,22,0,Gold Plated,,,stud earings,Amethyst birth stone studs ,,,,
12/29/2024 16:01:31,12/29/2024,1,December,Sunday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Globe ,,,,
12/30/2024 12:40:27,12/30/2024,1,December,Monday,30,0,30,Handmade / Beaded,beaded bracelets,,,Green,,,,
12/30/2024 12:41:01,12/30/2024,1,December,Monday,40,40,0,Sterling Silver,,Sterling Silver Necklaces,,Small clover white,,,,
12/30/2024 14:42:56,12/30/2024,1,December,Monday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Clover white,,,,
12/30/2024 14:43:29,12/30/2024,1,December,Monday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Clover black,,,,
12/30/2024 15:07:10,12/30/2024,1,December,Monday,40,40,0,Gold Plated,,,stud earings,White clover big ones,,,,
12/30/2024 15:40:30,12/30/2024,1,December,Monday,45,45,0,Sterling Silver,,Sterling Silver Necklaces,,Big clover white,,,,
12/31/2024 14:25:24,12/31/2024,1,December,Tuesday,36,36,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/31/2024 14:26:00,12/31/2024,1,December,Tuesday,22,22,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
12/31/2024 14:26:32,12/31/2024,1,December,Tuesday,22,22,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
12/31/2024 17:22:11,12/31/2024,1,December,Tuesday,60,60,0,Gold Plated,,,SET,Raw Stone,,,Amethyst (february),Necklace & Earrings
12/31/2024 17:23:14,12/31/2024,1,December,Tuesday,35,35,0,Gold Plated,,,necklaces,Raw Stone,,,Peridot (august),
1/1/2025 13:54:32,1/1/2025,1,December,Wednesday,48,28,20,Sterling Silver,,Sterling Silver Bangles,,"Daisy , green stone",,,,
1/2/2025 12:02:36,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Butterfly 🦋 and angel love blue,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,
1/4/2025 13:50:02,1/4/2025,1,January,Saturday,12,12,0,Sterling Silver,,Nose piercings ,,Zirconia,white (diamond),,,
1/6/2025 11:55:29,1/5/2025,1,January,Sunday,25,25,0,Sterling Silver,,Sterling Silver Rings,,Evil eye,,,,
1/6/2025 17:39:31,1/6/2025,1,January,Monday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,white (diamond),,,
1/7/2025 14:05:09,1/7/2025,1,January,Tuesday,79,79,0,Sterling Silver,,Sterling Silver Necklaces,,Men's,,,,
1/10/2025 11:20:44,1/10/2025,1,January,Friday,36,36,0,Sterling Silver,,Sterling Silver Rings,,Daisy plain,,,,
1/10/2025 11:30:05,1/10/2025,1,January,Friday,25,25,0,Sterling Silver,,Sterling Silver Rings,,Adjustable daisy,,,,
1/11/2025 15:53:13,1/11/2025,1,January,Saturday,22,22,0,Handmade / Beaded,beaded bracelets,,,Beaded bracelet,,,,
1/11/2025 15:55:04,1/11/2025,1,January,Saturday,10,10,0,Handmade / Beaded,Earing Charms,,,Charms,,,,
1/11/2025 15:55:53,1/11/2025,1,January,Saturday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
1/15/2025 11:15:19,1/15/2025,1,January,Wednesday,36,36,0,Gold Plated,,,bracelets,Hamza hand,,,,
1/15/2025 13:19:07,1/15/2025,1,January,Wednesday,15,0,15,Handmade / Beaded,Earing Charms,,,homemade ,,,,
1/15/2025 14:04:40,1/15/2025,1,January,Wednesday,10,10,0,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
1/15/2025 17:41:17,1/15/2025,1,January,Wednesday,16,16,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
1/16/2025 16:15:32,1/16/2025,1,January,Thursday,22,22,0,Handmade / Beaded,beaded bracelets,,,Jasper beads,,,,
1/17/2025 17:02:41,1/17/2025,1,January,Friday,15,15,0,Handmade / Beaded,Earing Charms,,,Hand made earrings ,,,,
